Label,P6:string,P5:string,P7:url,P2:wikibase-item,P3:wikibase-item,Description
George Guesnon,George_Guesnon,http://dbpedia.org/resource/George_Guesnon,https://linkedjazz.org/image/square/George_Guesnon.png,Q29,Q32,
Albert Socarras,Albert_Socarras,http://dbpedia.org/resource/Albert_Socarras,https://linkedjazz.org/image/square/Albert_Socarras.png,Q29,Q32,
Spencer Williams,Spencer_Williams,http://dbpedia.org/resource/Spencer_Williams,https://linkedjazz.org/image/square/Spencer_Williams.png,Q29,Q32,
Johnny Dave,Johnny_Dave,,https://linkedjazz.org/image/square/Johnny_Dave.png,Q29,Q32,Banjo player
Chester Zardis,Chester_Zardis,http://dbpedia.org/resource/Chester_Zardis,https://linkedjazz.org/image/square/Chester_Zardis.png,Q29,Q32,
Louis Bibbs Lazard,Louis_Bibbs_Lazard,,,Q29,Q32,"From Louisiana, playing alto sax"
Horace Henderson,Horace_Henderson,http://dbpedia.org/resource/Horace_Henderson,https://linkedjazz.org/image/square/Horace_Henderson.png,Q29,Q32,
Brother Cornbread,Brother_Cornbread,,,Q29,Q32,
Dickie Wells,Dickie_Wells,http://dbpedia.org/resource/Dicky_Wells,https://linkedjazz.org/image/square/Dicky_Wells.png,Q29,Q32,
Narvin Kimball,Narvin_Kimball,http://dbpedia.org/resource/Narvin_Kimball,https://linkedjazz.org/image/square/Narvin_Kimball.png,Q29,Q32,
James Rivers,James_Rivers,,https://linkedjazz.org/image/square/James_Rivers.png,Q29,Q32,
Mayo Williams,Mayo_Williams,http://dbpedia.org/resource/Mayo_Williams,https://linkedjazz.org/image/square/Mayo_Williams.png,Q29,Q32,
Howard Mandolf,Howard_Mandolf,,,Q29,Q32,"""Hickory Dickory Dock"" (Howard Mandolph) - 3:03"
Cie Frazier,Cie_Frazier,http://dbpedia.org/resource/Cie_Frazier,https://linkedjazz.org/image/square/Cie_Frazier.png,Q29,Q32,
Lammar Wright,Lammar_Wright,"http://dbpedia.org/resource/Lammar_Wright,_Jr.",,Q29,Q32,
Clarence Holiday,Clarence_Holiday,http://dbpedia.org/resource/Clarence_Holiday,,Q29,Q32,
Bobby Johnson,Bobby_Johnson,,https://linkedjazz.org/image/square/Bobby_Johnson.png,Q29,Q32,
Louis_(singer),Louis_(singer),http://dbpedia.org/resource/Louis_(singer),https://linkedjazz.org/image/square/Louis_(singer).png,Q29,Q32,
Billy Fowler,Billy_Fowler,,https://linkedjazz.org/image/square/Billy_Fowler.png,Q29,Q32,
Louis Nelson Delisle,Louis_Nelson_Delisle,http://dbpedia.org/resource/Louis_Nelson_Delisle,https://linkedjazz.org/image/square/Louis_Nelson_Delisle.png,Q29,Q32,
Wooden Joe Nicholas ,Wooden_Joe_Nicholas_,http://dbpedia.org/resource/Wooden_Joe_Nicholas,https://linkedjazz.org/image/square/Wooden_Joe_Nicholas.png,Q29,Q32,
Frankie Fairfax,Frankie_Fairfax,,,Q29,Q32,Band leader
Alphonse Steele,Alphonse_Steele,,,Q29,Q32,
Ernest Trepagnier,Ernest_Trepagnier,,,Q29,Q32,
Alyn Shipton,Alyn_Shipton,http://dbpedia.org/resource/Alyn_Shipton,https://linkedjazz.org/image/square/Alyn_Shipton.png,Q29,Q32,
Elvis Presley,Elvis_Presley,http://dbpedia.org/resource/Elvis_Presley,https://linkedjazz.org/image/square/Elvis_Presley.png,Q29,Q32,
Joe Robichaux,Joe_Robichaux,http://dbpedia.org/resource/Joe_Robichaux,https://linkedjazz.org/image/square/Joe_Robichaux.png,Q29,Q32,
Eva Tanguay,Eva_Tanguay,http://dbpedia.org/resource/Eva_Tanguay,https://linkedjazz.org/image/square/Eva_Tanguay.png,Q29,Q32,
Vic Gaspard,Vic_Gaspard,,,Q29,Q32,
Albert Nicholas,Albert_Nicholas,http://dbpedia.org/resource/Albert_Nicholas,https://linkedjazz.org/image/square/Albert_Nicholas.png,Q29,Q32,
Little Brother Montgomery,Little_Brother_Montgomery,http://dbpedia.org/resource/Little_Brother_Montgomery,https://linkedjazz.org/image/square/Little_Brother_Montgomery.png,Q29,Q32,
Joe Nicholas,Joe_Nicholas,,https://linkedjazz.org/image/square/Joe_Nicholas.png,Q29,Q32,
Ernest Kelly,Ernest_Kelly,,,Q29,Q32,
Freddie Keppard,Freddie_Keppard,http://dbpedia.org/resource/Freddie_Keppard,https://linkedjazz.org/image/square/Freddie_Keppard.png,Q29,Q32,
Allan Reuss,Allan_Reuss,http://dbpedia.org/resource/Allan_Reuss,https://linkedjazz.org/image/square/Allan_Reuss.png,Q29,Q32,
Kid Howard,Kid_Howard,http://dbpedia.org/resource/Kid_Howard,,Q29,Q32,
Alphonse Picou,Alphonse_Picou,http://dbpedia.org/resource/Alphonse_Picou,https://linkedjazz.org/image/square/Alphonse_Picou.png,Q29,Q32,
Bernard Addison,Bernard_Addison,http://dbpedia.org/resource/Bernard_Addison,https://linkedjazz.org/image/square/Bernard_Addison.png,Q29,Q32,
"Clifford ""Boy"" Bigeou","Clifford_""Boy""_Bigeou",,,Q29,Q32,
Tyree Glenn,Tyree_Glenn,http://dbpedia.org/resource/Tyree_Glenn,https://linkedjazz.org/image/square/Tyree_Glenn.png,Q29,Q32,
Freddie Guy,Freddie_Guy,,https://linkedjazz.org/image/square/Freddie_Guy.png,Q29,Q32,
Kid Rena,Kid_Rena,http://dbpedia.org/resource/Kid_Rena,https://linkedjazz.org/image/square/Kid_Rena.png,Q29,Q32,
Guy Kelly,Guy_Kelly,http://dbpedia.org/resource/Guy_Kelly,https://linkedjazz.org/image/square/Guy_Kelly.png,Q29,Q32,
Emmanuel Sayles,Emmanuel_Sayles,http://dbpedia.org/resource/Emmanuel_Sayles,https://linkedjazz.org/image/square/Emmanuel_Sayles.png,Q29,Q32,
Arnold Metoyer,Arnold_Metoyer,,https://linkedjazz.org/image/square/Arnold_Metoyer.png,Q29,Q32,
Fanny Brice,Fanny_Brice,http://dbpedia.org/resource/Fanny_Brice,https://linkedjazz.org/image/square/Fanny_Brice.png,Q29,Q32,
Lee Collins,Lee_Collins,http://dbpedia.org/resource/Lee_Collins_(musician),https://linkedjazz.org/image/square/Lee_Collins_(musician).png,Q29,Q32,
Harold Dejan,Harold_Dejan,http://dbpedia.org/resource/Harold_Dejan,https://linkedjazz.org/image/square/Harold_Dejan.png,Q29,Q32,
Walter Johnson,Walter_Johnson,,https://linkedjazz.org/image/square/Walter_Johnson.png,Q29,Q32,
Will Marion Cook,Will_Marion_Cook,http://dbpedia.org/resource/Will_Marion_Cook,https://linkedjazz.org/image/square/Will_Marion_Cook.png,Q29,Q32,
Emile Labat,Emile_Labat,,,Q29,Q32,Emile Labat is the namesake of this funeral home
Esther Bigeou,Esther_Bigeou,http://dbpedia.org/resource/Esther_Bigeou,https://linkedjazz.org/image/square/Esther_Bigeou.png,Q29,Q32,
Jim Robinson,Jim_Robinson,http://dbpedia.org/resource/Jim_Robinson_(trombonist),https://linkedjazz.org/image/square/Jim_Robinson_(trombonist).png,Q29,Q32,
Armand Piron,Armand_Piron,http://dbpedia.org/resource/Armand_Piron,https://linkedjazz.org/image/square/Armand_Piron.png,Q29,Q32,
Herb Mann,Herb_Mann,,https://linkedjazz.org/image/square/Herb_Mann.png,Q29,Q32,Banjo player
John Smith,John_Smith,,https://linkedjazz.org/image/square/John_Smith.png,Q29,Q32,
Tony Jackson,Tony_Jackson,http://dbpedia.org/resource/Tony_Jackson_(pianist),https://linkedjazz.org/image/square/Tony_Jackson_(pianist).png,Q29,Q32,
Andrew Brown,Andrew_Brown,,https://linkedjazz.org/image/square/Andrew_Brown.png,Q29,Q32,
Punch Miller,Punch_Miller,http://dbpedia.org/resource/Punch_Miller,https://linkedjazz.org/image/square/Punch_Miller.png,Q29,Q32,
Louis Dumaine,Louis_Dumaine,,,Q29,Q32,
Theodore Purnell,Theodore_Purnell,http://dbpedia.org/resource/Theodore_Purnell,,Q29,Q32,
Jefferson Parish,Jefferson_Parish,,,Q29,Q32,
Joe Darensbourg,Joe_Darensbourg,http://dbpedia.org/resource/Joe_Darensbourg,https://linkedjazz.org/image/square/Joe_Darensbourg.png,Q29,Q32,
Tommy Jones,Tommy_Jones,,https://linkedjazz.org/image/square/Tommy_Jones.png,Q29,Q32,
Mary Ford,Mary_Ford,http://dbpedia.org/resource/Mary_Ford,https://linkedjazz.org/image/square/Mary_Ford.png,Q29,Q32,
Tommy Benford,Tommy_Benford,http://dbpedia.org/resource/Tommy_Benford,https://linkedjazz.org/image/square/Tommy_Benford.png,Q29,Q32,
Doc Cook,Doc_Cook,http://dbpedia.org/resource/Doc_Cook,https://linkedjazz.org/image/square/Doc_Cook.png,Q29,Q32,
Dave Rivera,Dave_Rivera,,https://linkedjazz.org/image/square/Dave_Rivera.png,Q29,Q32,
Sam Morgan,Sam_Morgan,http://dbpedia.org/resource/Sam_Morgan_(musician),https://linkedjazz.org/image/square/Sam_Morgan_(musician).png,Q29,Q32,
Herbert Morand,Herbert_Morand,,,Q29,Q32,
William Wrigley Jr.,William_Wrigley_Jr.,http://dbpedia.org/resource/William_Wrigley_Jr.,https://linkedjazz.org/image/square/William_Wrigley_Jr..png,Q29,Q32,
Lee Blair,Lee_Blair,http://dbpedia.org/resource/Lee_Blair,https://linkedjazz.org/image/square/Lee_Blair.png,Q29,Q32,
John Trueheart,John_Trueheart,,https://linkedjazz.org/image/square/John_Trueheart.png,Q29,Q32,
Milford Piron,Milford_Piron,,,Q29,Q32,Texas orchestra leader
Hilton Jefferson,Hilton_Jefferson,http://dbpedia.org/resource/Hilton_Jefferson,https://linkedjazz.org/image/square/Hilton_Jefferson.png,Q29,Q32,
Charlie Elgar,Charlie_Elgar,http://dbpedia.org/resource/Charlie_Elgar,,Q29,Q32,
Ralph Cooper,Ralph_Cooper,http://dbpedia.org/resource/Ralph_Cooper_(Apollo),https://linkedjazz.org/image/square/Ralph_Cooper_(Apollo).png,Q29,Q32,
Baron Lee,Baron_Lee,,,Q29,Q32,
Johnny Williams,Johnny_Williams,http://dbpedia.org/resource/Johnny_Williams_(blues_musician),https://linkedjazz.org/image/square/Johnny_Williams_(blues_musician).png,Q29,Q32,
"Willie ""the Lion"" Smith","Willie_""the_Lion""_Smith",http://dbpedia.org/resource/Willie_%22the_Lion%22_Smith,https://linkedjazz.org/image/square/Willie_the_Lion_Smith.png,Q29,Q32,
John Marrerro,John_Marrerro,,https://linkedjazz.org/image/square/John_Marrerro.png,Q29,Q32,
Harry White,Harry_White,http://dbpedia.org/resource/Harry_White_(trombonist),https://linkedjazz.org/image/square/Harry_White_(trombonist).png,Q29,Q32,
Bill Doggett,Bill_Doggett,http://dbpedia.org/resource/Bill_Doggett,https://linkedjazz.org/image/square/Bill_Doggett.png,Q29,Q32,
Black Benny,Black_Benny,http://dbpedia.org/resource/Black_Benny,,Q29,Q32,
Bix Biederbecke,Bix_Biederbecke,http://dbpedia.org/resource/Bix_Biederbecke,https://linkedjazz.org/image/square/Bix_Biederbecke.png,Q29,Q32,
Dave Nelson,Dave_Nelson,,https://linkedjazz.org/image/square/Dave_Nelson.png,Q29,Q32,
Jeff Williams,Jeff_Williams,http://dbpedia.org/resource/Jeff_Williams_(musician),https://linkedjazz.org/image/square/Jeff_Williams_(musician).png,Q29,Q32,
John Handy,John_Handy,http://dbpedia.org/resource/John_Handy,https://linkedjazz.org/image/square/John_Handy.png,Q29,Q32,
Eddie Lang,Eddie_Lang,http://dbpedia.org/resource/Eddie_Lang,https://linkedjazz.org/image/square/Eddie_Lang.png,Q29,Q32,
Wilbur De Paris,Wilbur_De_Paris,,https://linkedjazz.org/image/square/Wilbur_De_Paris.png,Q29,Q32,
George Givot,George_Givot,,https://linkedjazz.org/image/square/George_Givot.png,Q29,Q32,
Lips Page,Lips_Page,,https://linkedjazz.org/image/square/Lips_Page.png,Q29,Q32,
Richard Mclean,Richard_Mclean,,,Q29,Q32,bass
Sam Brown,Sam_Brown,http://dbpedia.org/resource/Sam_Brown_(singer),https://linkedjazz.org/image/square/Sam_Brown_(singer).png,Q29,Q32,
Arnold Adams,Arnold_Adams,,,Q29,Q32,
Lawrence Lucie,Lawrence_Lucie,http://dbpedia.org/resource/Lawrence_Lucie,https://linkedjazz.org/image/square/Lawrence_Lucie.png,Q29,Q32,
Fate Marable,Fate_Marable,http://dbpedia.org/resource/Fate_Marable,https://linkedjazz.org/image/square/Fate_Marable.png,Q29,Q32,
Manuel Perez,Manuel_Perez,http://dbpedia.org/resource/Manuel_Perez_(musician),https://linkedjazz.org/image/square/Manuel_Perez_(musician).png,Q29,Q32,
Oscar Celestin,Oscar_Celestin,,https://linkedjazz.org/image/square/Oscar_Celestin.png,Q29,Q32,
Luckey Roberts,Luckey_Roberts,http://dbpedia.org/resource/Luckey_Roberts,https://linkedjazz.org/image/square/Luckey_Roberts.png,Q29,Q32,
Connie Kay,Connie_Kay,http://dbpedia.org/resource/Connie_Kay,https://linkedjazz.org/image/square/Connie_Kay.png,Q29,Q32,
Clarence Williams,Clarence_Williams,http://dbpedia.org/resource/Clarence_Williams_(musician),https://linkedjazz.org/image/square/Clarence_Williams_(musician).png,Q29,Q32,
Ollie Powers,Ollie_Powers,,https://linkedjazz.org/image/square/Ollie_Powers.png,Q29,Q32,
Harry Connick,Harry_Connick,"http://dbpedia.org/resource/Harry_Connick,_Jr.","https://linkedjazz.org/image/square/Harry_Connick,_Jr..png",Q29,Q32,
Don Albert,Don_Albert,http://dbpedia.org/resource/Don_Albert,https://linkedjazz.org/image/square/Don_Albert.png,Q29,Q32,
Isidore Barbarin,Isidore_Barbarin,http://dbpedia.org/resource/Isidore_Barbarin,https://linkedjazz.org/image/square/Isidore_Barbarin.png,Q29,Q32,
Louis Nelson,Louis_Nelson,http://dbpedia.org/resource/Louis_Nelson,https://linkedjazz.org/image/square/Louis_Nelson.png,Q29,Q32,
Louis Arthidore,Louis_Arthidore,,,Q29,Q32,
Jerry Brock,Jerry_Brock,,https://linkedjazz.org/image/square/Jerry_Brock.png,Q29,Q32,"Founder of the local radio station WWOZ, and a producer who first recorded the Dirty Dozen Brass Band."
Lionel Tapo,Lionel_Tapo,,,Q29,Q32,
Susie Smith,Susie_Smith,,https://linkedjazz.org/image/square/Susie_Smith.png,Q29,Q32,
Sidney Desvigne,Sidney_Desvigne,http://dbpedia.org/resource/Sidney_Desvigne,,Q29,Q32,
Kaiser Marshall,Kaiser_Marshall,http://dbpedia.org/resource/Kaiser_Marshall,https://linkedjazz.org/image/square/Kaiser_Marshall.png,Q29,Q32,
George Augustin,George_Augustin,,,Q29,Q32,Band leader
Teddy Bunn,Teddy_Bunn,http://dbpedia.org/resource/Teddy_Bunn,https://linkedjazz.org/image/square/Teddy_Bunn.png,Q29,Q32,
Bennie Payne,Bennie_Payne,,https://linkedjazz.org/image/square/Bennie_Payne.png,Q29,Q32,
Sammy Stewart,Sammy_Stewart,,https://linkedjazz.org/image/square/Sammy_Stewart.png,Q29,Q32,
Sharkey Bonano,Sharkey_Bonano,http://dbpedia.org/resource/Sharkey_Bonano,https://linkedjazz.org/image/square/Sharkey_Bonano.png,Q29,Q32,
Louis Barbarin,Louis_Barbarin,http://dbpedia.org/resource/Louis_Barbarin,https://linkedjazz.org/image/square/Louis_Barbarin.png,Q29,Q32,
Papa Celestin,Papa_Celestin,http://dbpedia.org/resource/Papa_Celestin,https://linkedjazz.org/image/square/Papa_Celestin.png,Q29,Q32,
Vernon Andrade,Vernon_Andrade,http://dbpedia.org/resource/Vernon_Andrade,,Q29,Q32,
Willie Pajeaud,Willie_Pajeaud,http://dbpedia.org/resource/Willie_Pajeaud,https://linkedjazz.org/image/square/Willie_Pajeaud.png,Q29,Q32,
Son Thomas,Son_Thomas,,https://linkedjazz.org/image/square/Son_Thomas.png,Q29,Q32,
Tom Anderson,Tom_Anderson,,,Q29,Q32,
Charlie Bocage,Charlie_Bocage,,https://linkedjazz.org/image/square/Charlie_Bocage.png,Q29,Q32,Banjo player
Mae West,Mae_West,http://dbpedia.org/resource/Mae_West,https://linkedjazz.org/image/square/Mae_West.png,Q29,Q32,
John Lewis,John_Lewis,http://dbpedia.org/resource/John_Lewis_(pianist),https://linkedjazz.org/image/square/John_Lewis_(pianist).png,Q29,Q32,
Buddie Petit,Buddie_Petit,http://dbpedia.org/resource/Buddie_Petit,https://linkedjazz.org/image/square/Buddie_Petit.png,Q29,Q32,
George Boyd,George_Boyd,,,Q29,Q32,
Irving Mills,Irving_Mills,http://dbpedia.org/resource/Irving_Mills,https://linkedjazz.org/image/square/Irving_Mills.png,Q29,Q32,
Frankie Trumbauer,Frankie_Trumbauer,http://dbpedia.org/resource/Frankie_Trumbauer,https://linkedjazz.org/image/square/Frankie_Trumbauer.png,Q29,Q32,
David Jones,David_Jones,http://dbpedia.org/resource/David_Jones_(jazz_musician),,Q29,Q32,
Lucien Barbarin,Lucien_Barbarin,http://dbpedia.org/resource/Lucien_Barbarin,https://linkedjazz.org/image/square/Lucien_Barbarin.png,Q29,Q32,
Lizzie Miles,Lizzie_Miles,http://dbpedia.org/resource/Lizzie_Miles,https://linkedjazz.org/image/square/Lizzie_Miles.png,Q29,Q32,
Kenny Davern,Kenny_Davern,http://dbpedia.org/resource/Kenny_Davern,https://linkedjazz.org/image/square/Kenny_Davern.png,Q29,Q32,
Yank Lawson,Yank_Lawson,http://dbpedia.org/resource/Yank_Lawson,https://linkedjazz.org/image/square/Yank_Lawson.png,Q29,Q32,
Tex Beneke,Tex_Beneke,http://dbpedia.org/resource/Tex_Beneke,https://linkedjazz.org/image/square/Tex_Beneke.png,Q29,Q32,
Doris Robbins,Doris_Robbins,,https://linkedjazz.org/image/square/Doris_Robbins.png,Q29,Q32,
Howard Alden,Howard_Alden,http://dbpedia.org/resource/Howard_Alden,https://linkedjazz.org/image/square/Howard_Alden.png,Q29,Q32,
Dan Barrett,Dan_Barrett,http://dbpedia.org/resource/Dan_Barrett_(musician),https://linkedjazz.org/image/square/Dan_Barrett_(musician).png,Q29,Q32,
George Masso,George_Masso,http://dbpedia.org/resource/George_Masso,https://linkedjazz.org/image/square/George_Masso.png,Q29,Q32,
Linda Rondstadt,Linda_Rondstadt,,https://linkedjazz.org/image/square/Linda_Rondstadt.png,Q29,Q32,
George Van Eps,George_Van_Eps,http://dbpedia.org/resource/George_Van_Eps,https://linkedjazz.org/image/square/George_Van_Eps.png,Q29,Q32,
Eddie Miller,Eddie_Miller,http://dbpedia.org/resource/Eddie_Miller_(jazz_saxophonist),https://linkedjazz.org/image/square/Eddie_Miller_(jazz_saxophonist).png,Q29,Q32,
Jake Hanna,Jake_Hanna,http://dbpedia.org/resource/Jake_Hanna,https://linkedjazz.org/image/square/Jake_Hanna.png,Q29,Q32,
Bob Crosby,Bob_Crosby,http://dbpedia.org/resource/Bob_Crosby,https://linkedjazz.org/image/square/Bob_Crosby.png,Q29,Q32,
Gene Goldkette,Gene_Goldkette,,https://linkedjazz.org/image/square/Gene_Goldkette.png,Q29,Q32,
Matty Matlock,Matty_Matlock,http://dbpedia.org/resource/Matty_Matlock,https://linkedjazz.org/image/square/Matty_Matlock.png,Q29,Q32,
Flip Phillips,Flip_Phillips,http://dbpedia.org/resource/Flip_Phillips,https://linkedjazz.org/image/square/Flip_Phillips.png,Q29,Q32,
Ray Bauduc,Ray_Bauduc,http://dbpedia.org/resource/Ray_Bauduc,https://linkedjazz.org/image/square/Ray_Bauduc.png,Q29,Q32,
Steve Brown,Steve_Brown,http://dbpedia.org/resource/Steve_Brown_(musician),https://linkedjazz.org/image/square/Steve_Brown_(musician).png,Q29,Q32,
Randy Sandke,Randy_Sandke,http://dbpedia.org/resource/Randy_Sandke,https://linkedjazz.org/image/square/Randy_Sandke.png,Q29,Q32,
Bob Zurke,Bob_Zurke,http://dbpedia.org/resource/Bob_Zurke,https://linkedjazz.org/image/square/Bob_Zurke.png,Q29,Q32,
Irving Berlin,Irving_Berlin,http://dbpedia.org/resource/Irving_Berlin,https://linkedjazz.org/image/square/Irving_Berlin.png,Q29,Q32,
Jerry Gray,Jerry_Gray,http://dbpedia.org/resource/Jerry_Gray_(arranger),https://linkedjazz.org/image/square/Jerry_Gray_(arranger).png,Q29,Q32,
Jon-Erik Kellso,Jon-Erik_Kellso,,https://linkedjazz.org/image/square/Jon-Erik_Kellso.png,Q29,Q32,
Vince Giordano,Vince_Giordano,http://dbpedia.org/resource/Vince_Giordano,https://linkedjazz.org/image/square/Vince_Giordano.png,Q29,Q32,
Al Klink,Al_Klink,http://dbpedia.org/resource/Al_Klink,https://linkedjazz.org/image/square/Al_Klink.png,Q29,Q32,
Jerry Jerome,Jerry_Jerome,,https://linkedjazz.org/image/square/Jerry_Jerome.png,Q29,Q32,
Artie Bernstein,Artie_Bernstein,http://dbpedia.org/resource/Artie_Bernstein,,Q29,Q32,
Miff Mole,Miff_Mole,http://dbpedia.org/resource/Miff_Mole,https://linkedjazz.org/image/square/Miff_Mole.png,Q29,Q32,
Scott LaFaro,Scott_LaFaro,http://dbpedia.org/resource/Scott_LaFaro,https://linkedjazz.org/image/square/Scott_LaFaro.png,Q29,Q32,
Gil Rodin,Gil_Rodin,http://dbpedia.org/resource/Gil_Rodin,https://linkedjazz.org/image/square/Gil_Rodin.png,Q29,Q32,
Sam Cooke,Sam_Cooke,http://dbpedia.org/resource/Sam_Cooke,https://linkedjazz.org/image/square/Sam_Cooke.png,Q29,Q32,
Benny Moten,Benny_Moten,http://dbpedia.org/resource/Benny_Moten,https://linkedjazz.org/image/square/Benny_Moten.png,Q29,Q32,
Victoria Spivey,Victoria_Spivey,http://dbpedia.org/resource/Victoria_Spivey,https://linkedjazz.org/image/square/Victoria_Spivey.png,Q29,Q32,
Freddie Jenkins,Freddie_Jenkins,http://dbpedia.org/resource/Freddie_Jenkins,https://linkedjazz.org/image/square/Freddie_Jenkins.png,Q29,Q32,
Pha Terrell,Pha_Terrell,http://dbpedia.org/resource/Pha_Terrell,https://linkedjazz.org/image/square/Pha_Terrell.png,Q29,Q32,
Vic Dickenson,Vic_Dickenson,http://dbpedia.org/resource/Vic_Dickenson,https://linkedjazz.org/image/square/Vic_Dickenson.png,Q29,Q32,
June Richmond,June_Richmond,,https://linkedjazz.org/image/square/June_Richmond.png,Q29,Q32,
Alphonse Trent,Alphonse_Trent,http://dbpedia.org/resource/Alphonse_Trent,https://linkedjazz.org/image/square/Alphonse_Trent.png,Q29,Q32,
Ed Lewis,Ed_Lewis,http://dbpedia.org/resource/Ed_Lewis_(musician),https://linkedjazz.org/image/square/Ed_Lewis_(musician).png,Q29,Q32,
Dixie Hummingbirds,Dixie_Hummingbirds,http://dbpedia.org/resource/Dixie_Hummingbirds,https://linkedjazz.org/image/square/Dixie_Hummingbirds.png,Q29,Q32,
Dan Minor,Dan_Minor,http://dbpedia.org/resource/Dan_Minor,,Q29,Q32,
Melvin Moore,Melvin_Moore,,,Q29,Q32,
Ernie Fields,Ernie_Fields,http://dbpedia.org/resource/Ernie_Fields,https://linkedjazz.org/image/square/Ernie_Fields.png,Q29,Q32,
BB King,BB_King,http://dbpedia.org/resource/BB_King,https://linkedjazz.org/image/square/BB_King.png,Q29,Q32,
T-bone Walker,T-bone_Walker,http://dbpedia.org/resource/T-bone_Walker,https://linkedjazz.org/image/square/T-bone_Walker.png,Q29,Q32,
Tony Parenti,Tony_Parenti,http://dbpedia.org/resource/Tony_Parenti,https://linkedjazz.org/image/square/Tony_Parenti.png,Q29,Q32,
Edith Stephen,Edith_Stephen,,,Q29,Q32,Artist's website
Roswell Rudd,Roswell_Rudd,http://dbpedia.org/resource/Roswell_Rudd,https://linkedjazz.org/image/square/Roswell_Rudd.png,Q29,Q32,
Carl Ruggles,Carl_Ruggles,http://dbpedia.org/resource/Carl_Ruggles,,Q29,Q32,
Mike Mantler,Mike_Mantler,http://dbpedia.org/resource/Michael_Mantler,,Q29,Q32,
Francesco Landini,Francesco_Landini,http://dbpedia.org/resource/Francesco_Landini,,Q29,Q32,
Herbie Nichols,Herbie_Nichols,http://dbpedia.org/resource/Herbie_Nichols,,Q29,Q32,
Burton Greene,Burton_Greene,http://dbpedia.org/resource/Burton_Greene,,Q29,Q32,
Danny Alvin,Danny_Alvin,http://dbpedia.org/resource/Danny_Alvin,https://linkedjazz.org/image/square/Danny_Alvin.png,Q29,Q32,
Bill Dixon,Bill_Dixon,http://dbpedia.org/resource/Bill_Dixon,,Q29,Q32,
Albert Ayler,Albert_Ayler,http://dbpedia.org/resource/Albert_Ayler,,Q29,Q32,
Steve Lacy,Steve_Lacy,http://dbpedia.org/resource/Steve_Lacy,,Q29,Q32,
Elton Dean,Elton_Dean,http://dbpedia.org/resource/Elton_Dean,,Q29,Q32,
Cutty Cutshall,Cutty_Cutshall,http://dbpedia.org/resource/Cutty_Cutshall,https://linkedjazz.org/image/square/Cutty_Cutshall.png,Q29,Q32,
Buell Neidlinger,Buell_Neidlinger,http://dbpedia.org/resource/Buell_Neidlinger,,Q29,Q32,
Max Kaminsky,Max_Kaminsky,http://dbpedia.org/resource/Max_Kaminsky_(musician),https://linkedjazz.org/image/square/Max_Kaminsky_(musician).png,Q29,Q32,
Hamid Drake,Hamid_Drake,http://dbpedia.org/resource/Hamid_Drake,,Q29,Q32,
Avery Brooks,Avery_Brooks,http://dbpedia.org/resource/Avery_Brooks,,Q29,Q32,
John Carter,John_Carter,http://dbpedia.org/resource/John_Carter_(jazz_musician),,Q29,Q32,
James Newton,James_Newton,http://dbpedia.org/resource/James_Newton,,Q29,Q32,
Manolito Simonet,Manolito_Simonet,http://dbpedia.org/resource/Manolito_Simonet,,Q29,Q32,
Taj Mahal,Taj_Mahal,http://dbpedia.org/resource/Taj_Mahal_(musician),,Q29,Q32,
David Murray,David_Murray,http://dbpedia.org/resource/David_Murray_(saxophonist),https://linkedjazz.org/image/square/David_Murray_(saxophonist).png,Q29,Q32,
Bob Weir,Bob_Weir,http://dbpedia.org/resource/Bob_Weir,,Q29,Q32,
James Blood Ulmer,James_Blood_Ulmer,http://dbpedia.org/resource/James_Blood_Ulmer,,Q29,Q32,
Bobby Bradford,Bobby_Bradford,http://dbpedia.org/resource/Bobby_Bradford,,Q29,Q32,
Phil Lesh,Phil_Lesh,http://dbpedia.org/resource/Phil_Lesh,,Q29,Q32,
Phil Hardymon,Phil_Hardymon,,,Q29,Q32,Trumpet Player and founder of famed Berkeley CA Jazz program
Pharrell Williams,Pharrell_Williams,http://dbpedia.org/resource/Pharrell_Williams,https://linkedjazz.org/image/square/Pharrell_Williams.png,Q29,Q32,
Jimi Hendrix,Jimi_Hendrix,http://dbpedia.org/resource/Jimi_Hendrix,,Q29,Q32,
Kip Hanrahan,Kip_Hanrahan,http://dbpedia.org/resource/Kip_Hanrahan,,Q29,Q32,
D'Army Bailey,D'Army_Bailey,http://dbpedia.org/resource/D%27Army_Bailey,,Q29,Q32,
Ishmael Reed,Ishmael_Reed,http://dbpedia.org/resource/Ishmael_Reed,,Q29,Q32,
Michael Nash,Michael_Nash,,,Q29,Q32,Collaborator with David Murray & Bob Weir on Satchel Paige musical
Martin Luther King Jr,Martin_Luther_King_Jr,"http://dbpedia.org/resource/Martin_Luther_King,_Jr.","https://linkedjazz.org/image/square/Martin_Luther_King,_Jr..png",Q29,Q32,
Bobby Seale,Bobby_Seale,http://dbpedia.org/resource/Bobby_Seale,,Q29,Q32,
Jaribu Shahid,Jaribu_Shahid,,,Q29,Q32,
Jerry Garcia,Jerry_Garcia,http://dbpedia.org/resource/Jerry_Garcia,https://linkedjazz.org/image/square/Jerry_Garcia.png,Q29,Q32,
Morris Levy,Morris_Levy,http://dbpedia.org/resource/Morris_Levy,,Q29,Q32,
Mavis Staples,Mavis_Staples,http://dbpedia.org/resource/Mavis_Staples,,Q29,Q32,
Eddie Cole,Eddie_Cole,,,Q29,Q32,
